ORIGIN,DESTINATION,COMMODITY, TONS ,DATA YEAR
IA,IN,8099,20809,2015
IA,LA,6168,4713240,2015
IA,LA,8099,133029,2015
IA,MN,8099,647825,2015
IA,MO,8099,7607,2015
IA,MS,6168,38692,2015
IA,OK,6168,24622,2015
IA,OK,8099,1600,2015
IA,PA,8099,3283,2015
IA,TN,8099,18198,2015
IA,TX,8099,31299,2015
IA,WI,1000,1383905,2015
IA,WV,8099,4807,2015
ID,OR,8099,11988,2015
IL,AL,3200,25736,2015
IL,AL,4400,181094,2015
IL,AL,5354,11802,2015
IL,AL,6168,578153,2015
IL,AL,7000,6057,2015
IL,AL,8099,688790,2015
IL,AR,3100,25394,2015
IL,AR,4400,195946,2015
IL,AR,8099,70010,2015
IL,FL,8099,9171,2015
IL,FO,6168,86172,2015
IL,IA,3100,17539,2015
IL,IA,6168,7860,2015
IL,IA,8099,268567,2015
IL,IL,1000,1239051,2015
IL,IL,2229,1224205,2015
IL,IL,3100,200311,2015
IL,IL,3200,255246,2015
IL,IL,4349,4508723,2015
IL,IL,4400,31346,2015
IL,IL,5354,4463,2015
IL,IL,6168,120276,2015
IL,IL,8099,36324,2015
IL,IN,1000,7967488,2015
IL,IN,2229,191839,2015
IL,IN,4349,14088,2015
IL,IN,4400,38440,2015
IL,IN,8099,135126,2015
IL,KY,2229,680334,2015
IL,KY,3200,13084,2015
IL,KY,4349,22534,2015
IL,KY,4400,127028,2015
IL,KY,6168,75468,2015
IL,KY,8099,718506,2015
IL,LA,1000,4742462,2015
IL,LA,2100,1938929,2015
IL,LA,2229,3566012,2015
IL,LA,3100,31556,2015
IL,LA,3200,1345494,2015
IL,LA,4349,158446,2015
IL,LA,4400,7610,2015
IL,LA,5155,258370,2015
IL,LA,6168,28689932,2015
IL,LA,8099,10563,2015
IL,MI,1000,510641,2015
IL,MI,8099,329750,2015
IL,MN,8099,97085,2015
IL,MO,1000,735739,2015
IL,MO,2229,454736,2015
IL,MO,3100,52124,2015
IL,MO,4349,606650,2015
IL,MO,6168,44340,2015
IL,MO,8099,114045,2015
IL,MS,2229,57058,2015
IL,MS,3100,7463,2015
IL,MS,3200,56702,2015
IL,MS,6168,36627,2015
IL,MS,8099,55592,2015
IL,OH,1000,1266951,2015
IL,OH,2229,127612,2015
IL,OH,3100,32466,2015
IL,OH,4349,183389,2015
IL,OH,5155,169036,2015
IL,OH,8099,26317,2015
IL,OK,6168,35643,2015
IL,OK,8099,19651,2015
IL,PA,4349,143021,2015
IL,PA,8099,74327,2015
IL,TN,1000,4209858,2015
IL,TN,2229,166651,2015
IL,TN,3100,12842,2015
IL,TN,3200,168492,2015
IL,TN,4349,862207,2015
IL,TN,4400,28851,2015
IL,TN,5354,37396,2015
IL,TN,6168,63129,2015
IL,TN,8099,15306,2015
IL,TX,2229,763719,2015
IL,TX,3200,193780,2015
IL,TX,4349,511420,2015
IL,TX,6168,252901,2015
IL,TX,8099,32083,2015
IL,WI,1000,321109,2015
IL,WI,5155,217005,2015
IL,WI,8099,68334,2015
IL,WV,1000,72301,2015
IL,WV,2229,10576,2015
IL,WV,3200,55249,2015
IL,WV,8099,92727,2015
IN,AL,4400,19226,2015
IN,AL,6168,17891,2015
IN,AL,8099,100042,2015
IN,AR,5354,133962,2015
IN,AR,8099,17504,2015
IN,FL,8099,333089,2015
IN,IA,8099,33808,2015
IN,IL,2229,1067518,2015
IN,IL,3100,49132,2015
IN,IL,4349,35414,2015
IN,IL,4400,20466,2015
IN,IL,6168,11337,2015
IN,IL,8099,240201,2015
IN,IN,4349,2216548,2015
IN,IN,8099,185540,2015
IN,KY,1000,3229327,2015
IN,KY,2229,93821,2015
IN,KY,3100,41305,2015
IN,KY,3200,50808,2015
IN,KY,4349,1570466,2015
IN,KY,8099,207576,2015
IN,LA,2229,242652,2015
IN,LA,3200,49490,2015
IN,LA,4349,21516,2015
IN,LA,6168,5675927,2015
IN,LA,8099,854024,2015
IN,MI,4349,377316,2015
IN,MI,8099,46193,2015
IN,MN,8099,71979,2015
IN,MO,8099,31636,2015
IN,MS,6168,9221,2015
IN,MS,8099,54017,2015
IN,NY,8099,20641,2015
IN,OH,1000,2105085,2015
IN,OH,2229,60609,2015
IN,OH,3100,26467,2015
IN,OH,4349,1205060,2015
IN,OH,8099,7305,2015
IN,OK,8099,10249,2015
IN,PA,4349,56100,2015
IN,PA,8099,4178,2015
IN,TN,3200,56510,2015
IN,TN,8099,100029,2015
IN,TX,2229,42544,2015
IN,TX,8099,59852,2015
IN,WI,8099,58255,2015
IN,WV,4349,1556036,2015
IN,WV,8099,18007,2015
KS,MO,8099,109800,2015
KY,AL,1000,1347539,2015
KY,AL,2229,36415,2015
KY,AL,3200,114434,2015
KY,AL,4349,397602,2015
KY,AL,6168,89227,2015
KY,AL,8099,50205,2015
KY,AR,2229,31815,2015
KY,AR,4349,334791,2015
KY,AR,5354,32976,2015
KY,AR,8099,53646,2015
KY,FL,8099,18883,2015
KY,IA,8099,137685,2015
KY,IL,2229,32273,2015
KY,IL,4349,135412,2015
KY,IL,5354,51077,2015
KY,IL,6168,34338,2015
KY,IL,8099,164144,2015
KY,IN,1000,1708613,2015
KY,IN,2229,629803,2015
KY,IN,4349,1254781,2015
KY,IN,8099,290706,2015
KY,KY,1000,15747697,2015
KY,KY,2229,542299,2015
KY,KY,4349,7110882,2015
KY,KY,5354,27730,2015
KY,KY,8099,876509,2015
KY,LA,1000,2139485,2015
KY,LA,2229,1467062,2015
KY,LA,3200,40944,2015
KY,LA,4349,5896797,2015
KY,LA,6168,5145355,2015
KY,LA,8099,79037,2015
KY,MN,8099,23112,2015
KY,MO,4349,290278,2015
KY,MO,8099,59201,2015
KY,MS,1000,44230,2015
KY,MS,4349,1573585,2015
KY,MS,5155,5263,2015
KY,MS,6168,25067,2015
KY,MS,8099,20093,2015
KY,OH,1000,5133950,2015
KY,OH,2229,704484,2015
KY,OH,4349,1365257,2015
KY,OH,5354,97091,2015
KY,OH,8099,643311,2015
KY,OK,8099,65101,2015
KY,PA,1000,89290,2015
KY,PA,4349,667236,2015
KY,PA,8099,245743,2015
KY,TN,1000,6919987,2015
KY,TN,4349,3168657,2015
KY,TN,5354,71136,2015
KY,TN,8099,282085,2015
KY,TX,2229,35793,2015
KY,TX,3200,17158,2015
KY,TX,4349,172829,2015
KY,TX,8099,65263,2015
KY,WI,8099,34164,2015
KY,WV,1000,1916930,2015
KY,WV,2229,34152,2015
KY,WV,4349,3050063,2015
KY,WV,5155,4778,2015
KY,WV,5354,24278,2015
KY,WV,8099,37245,2015
LA,AL,1000,20679,2015
LA,AL,2100,2276624,2015
LA,AL,2229,653572,2015
LA,AL,3100,186793,2015
LA,AL,3200,689428,2015
LA,AL,4349,116220,2015
LA,AL,4400,191441,2015
LA,AL,4600,68050,2015
LA,AL,5354,1273528,2015
LA,AL,7000,1244,2015
LA,AL,8099,6091,2015
LA,AR,2229,403480,2015
LA,AR,3100,607474,2015
LA,AR,4349,101523,2015
LA,AR,4400,520966,2015
LA,AR,4600,118231,2015
LA,AR,5354,1469276,2015
LA,AR,6168,64769,2015
LA,AR,8099,79915,2015
LA,CA,8099,73343,2015
LA,CN,1000,57259,2015
LA,CN,2100,2077488,2015
LA,CN,2229,1205828,2015
LA,CN,3200,240197,2015
LA,CN,6168,7715,2015
LA,CN,7000,67936,2015
LA,CN,8099,155448,2015
LA,CT,8099,100004,2015
LA,FL,2229,18079170,2015
LA,FL,3200,707184,2015
LA,FL,8099,2703185,2015
LA,FO,1000,8800662,2015
LA,FO,2100,148231,2015
LA,FO,2229,38644396,2015
LA,FO,3100,654933,2015
LA,FO,3200,5943111,2015
LA,FO,4142,408018,2015
LA,FO,4349,155722,2015
LA,FO,4400,169359,2015
LA,FO,4600,607342,2015
LA,FO,5155,406779,2015
LA,FO,5354,156371,2015
LA,FO,6168,83955524,2015
LA,FO,7000,526789,2015
LA,FO,8099,783595,2015
LA,GA,8099,67717,2015
LA,IA,3100,776483,2015
LA,IA,3200,114419,2015
LA,IA,4349,421262,2015
LA,IA,5354,91497,2015
LA,IA,8099,31287,2015
LA,IL,1000,8216,2015
LA,IL,2229,936480,2015
LA,IL,3100,2767613,2015
LA,IL,3200,1402904,2015
LA,IL,4349,1736228,2015
LA,IL,4400,44219,2015
LA,IL,4600,151275,2015
LA,IL,5155,146530,2015
LA,IL,5354,2208088,2015
LA,IL,6168,414770,2015
LA,IL,7000,18593,2015
LA,IL,8099,9300,2015
LA,IN,2229,117743,2015
LA,IN,3100,452329,2015
LA,IN,4349,456032,2015
LA,IN,4400,116087,2015
LA,IN,5354,689316,2015
LA,IN,6168,108950,2015
LA,IN,8099,148541,2015
LA,KS,8099,1426,2015
LA,KY,1000,65383,2015
LA,KY,2229,521667,2015
LA,KY,3100,575770,2015
LA,KY,3200,663666,2015
LA,KY,4349,981392,2015
LA,KY,4400,265700,2015
LA,KY,4600,993808,2015
LA,KY,5354,685511,2015
LA,KY,6168,14716,2015
LA,KY,8099,9214,2015
LA,LA,1000,2076678,2015
LA,LA,2100,11089998,2015
LA,LA,2229,27547003,2015
LA,LA,3100,872152,2015
LA,LA,3200,6306990,2015
LA,LA,4349,2334689,2015
LA,LA,4400,66441,2015
LA,LA,4600,190414,2015
LA,LA,5354,190326,2015
LA,LA,6168,2965023,2015
LA,LA,7000,101817,2015
LA,LA,8099,8,2015
LA,MA,8099,10699,2015
LA,MD,8099,24689,2015
LA,MN,3100,1895873,2015
LA,MN,3200,59276,2015
LA,MN,4349,808095,2015
LA,MN,5354,130892,2015
LA,MN,6168,30758,2015
LA,MN,8099,43179,2015
LA,MO,2229,84176,2015
LA,MO,3100,1845023,2015
LA,MO,3200,238969,2015
LA,MO,4349,457304,2015
LA,MO,4600,469095,2015
LA,MO,5354,108671,2015
LA,MO,6168,13582,2015
LA,MO,8099,165146,2015
LA,MS,1000,74093,2015
LA,MS,2100,159727,2015
LA,MS,2229,1401329,2015
LA,MS,3100,382462,2015
LA,MS,3200,322270,2015
LA,MS,4349,311925,2015
LA,MS,4600,37072,2015
LA,MS,5354,52903,2015
LA,MS,6168,17003,2015
LA,MS,8099,18297,2015
LA,NC,8099,176508,2015
LA,NE,3100,13191,2015
LA,NJ,2229,118136,2015
LA,NJ,8099,398455,2015
LA,NY,2229,36494,2015
LA,NY,8099,19259,2015
LA,OH,2229,195559,2015
LA,OH,3100,778808,2015
LA,OH,3200,957465,2015
LA,OH,4349,1335464,2015
LA,OH,4600,272072,2015
LA,OH,5155,16354,2015
LA,OH,5354,1073657,2015
LA,OH,6168,96131,2015
LA,OH,8099,105175,2015
LA,OK,1000,33186,2015
LA,OK,2229,54248,2015
LA,OK,3100,1716289,2015
LA,OK,4349,126079,2015
LA,OK,4600,20161,2015
LA,OK,5354,180040,2015
LA,OK,6168,97983,2015
LA,OK,8099,57328,2015
LA,OT,2229,168853,2015
LA,OT,3200,39708,2015
LA,OT,4349,142995,2015
LA,OT,5155,14809,2015
LA,OT,5354,6870,2015
LA,OT,6168,107441,2015
LA,OT,7000,3496310,2015
LA,OT,8099,30809,2015
LA,PA,1000,13153,2015
LA,PA,2229,197486,2015
LA,PA,3100,47623,2015
LA,PA,3200,153229,2015
LA,PA,4349,1070189,2015
LA,PA,4600,109178,2015
LA,PA,5155,7632,2015
LA,PA,5354,522573,2015
LA,PA,8099,24303,2015
LA,PR,8099,412105,2015
LA,SC,8099,192428,2015
LA,TN,1000,90527,2015
LA,TN,2229,666079,2015
LA,TN,3100,725549,2015
LA,TN,3200,341970,2015
LA,TN,4349,1393335,2015
LA,TN,4600,89372,2015
LA,TN,5354,588654,2015
LA,TN,6168,100101,2015
LA,TN,8099,93536,2015
LA,TS,8099,9586,2015
LA,TX,1000,26677,2015
LA,TX,2100,1017030,2015
LA,TX,2229,14706621,2015
LA,TX,3100,342511,2015
LA,TX,3200,3097047,2015
LA,TX,4349,96068,2015
LA,TX,4600,90014,2015
LA,TX,5354,146375,2015
LA,TX,6168,123594,2015
LA,TX,7000,9474,2015
LA,TX,8099,596646,2015
LA,VA,8099,41020,2015
LA,WA,8099,754,2015
LA,WI,3100,96785,2015
LA,WI,5354,80752,2015
LA,WI,8099,76032,2015
LA,WV,2229,44907,2015
LA,WV,3100,93237,2015
LA,WV,3200,278898,2015
LA,WV,4349,362314,2015
LA,WV,4400,130904,2015
LA,WV,5354,166623,2015
LA,WV,8099,22674,2015
MA,CT,8099,101357,2015
MA,FO,2229,631,2015
MA,FO,3100,23,2015
MA,FO,3200,26101,2015
MA,FO,4142,555907,2015
MA,FO,4349,246,2015
MA,FO,4400,685630,2015
MA,FO,4600,28058,2015
MA,FO,5155,36858,2015
MA,FO,5354,30654,2015
MA,FO,6168,61393,2015
MA,FO,7000,159865,2015
MA,FO,8099,9801,2015
MA,MA,2229,108338,2015
MA,MA,8099,53132,2015
MA,NY,8099,38769,2015
MA,OT,8099,3611,2015
MA,RI,8099,16796,2015
MA,SC,8099,29178,2015
MD,AL,8099,9191,2015
MD,CN,1000,607709,2015
MD,CN,2229,5783,2015
MD,CN,3200,1,2015
MD,CN,5354,1,2015
MD,CN,6168,46,2015
MD,CN,7000,1004,2015
MD,CN,8099,1,2015
MD,CT,8099,23380,2015
MD,DC,8099,75173,2015
MD,DE,2229,95201,2015
MD,FL,8099,117395,2015
MD,FO,1000,13759221,2015
MD,FO,2229,49778,2015
MD,FO,3100,5149,2015
MD,FO,3200,148372,2015
MD,FO,4142,948448,2015
MD,FO,4349,4630,2015
MD,FO,4400,294664,2015
MD,FO,4600,90849,2015
MD,FO,5155,129541,2015
MD,FO,5354,247107,2015
MD,FO,6168,210997,2015
MD,FO,7000,1103187,2015
MD,FO,8099,184196,2015
MD,GA,8099,2105,2015
MD,LA,8099,11383,2015
MD,MA,8099,29135,2015
MD,MD,2229,275323,2015
MD,MD,5354,3089,2015
MD,MD,6168,55300,2015
MD,MD,7000,1384,2015
MD,MD,8099,4180441,2015
MD,ME,8099,9216,2015
MD,NC,4400,249367,2015
MD,NC,8099,156739,2015
MD,NJ,2229,269144,2015
MD,NJ,8099,201977,2015
MD,NY,2229,95065,2015
MD,NY,8099,612710,2015
MD,PA,2229,23432,2015
MD,PA,8099,6276,2015
MD,SC,8099,25985,2015
MD,VA,2229,54437,2015
MD,VA,6168,744998,2015
MD,VA,8099,1839247,2015
ME,FO,4142,315108,2015
ME,MA,8099,16568,2015
ME,ME,8099,60286,2015
ME,NH,8099,14303,2015
MH,GU,8099,164,2015
MH,MH,8099,24,2015
MI,CN,1000,36769,2015
MI,CN,2229,38015,2015
MI,CN,3200,124029,2015
MI,CN,4349,938693,2015
MI,CN,4400,1439673,2015
MI,CN,5155,111234,2015
MI,IL,5155,740263,2015
MI,IL,8099,301680,2015
MI,IN,4349,3339101,2015
MI,IN,4400,2854801,2015
MI,IN,8099,80474,2015
MI,MI,2229,62076,2015
MI,MI,4349,6899929,2015
MI,MI,5155,863501,2015
MI,MI,7000,12624,2015
MI,MI,8099,3139524,2015
MI,MN,4349,1946708,2015
MI,NY,8099,182521,2015
MI,OH,4349,4597566,2015
MI,OH,4400,2034396,2015
MI,OH,5155,184308,2015
MI,OH,8099,152257,2015
MI,PA,4349,372340,2015
MI,WI,4349,1903180,2015
MI,WI,5155,1290982,2015
MI,WI,8099,82835,2015
MN,AL,4400,16810,2015
MN,AL,6168,129007,2015
MN,AL,8099,4500,2015
MN,AR,4400,225328,2015
MN,AR,8099,3189,2015
MN,CN,4400,2433307,2015
MN,CN,8099,29206,2015
MN,FO,4349,10585,2015
MN,FO,6168,26760,2015
MN,FO,7000,134,2015
MN,IA,8099,106792,2015
MN,IL,8099,140238,2015
MN,IN,4400,12832687,2015
MN,IN,8099,58225,2015
MN,KY,8099,15470,2015
MN,LA,6168,3895208,2015
MN,LA,8099,39019,2015
MN,MI,8099,3369659,2015
MN,MN,4349,1181850,2015
MN,MN,8099,3082,2015
MN,MO,8099,65836,2015
MN,MS,6168,101687,2015
MN,MS,8099,10869,2015
MN,OH,4400,6853192,2015
MN,OH,8099,69925,2015
MN,OK,8099,7658,2015
MN,TN,8099,23484,2015
MN,TX,8099,22987,2015
MN,WI,8099,21855,2015
MO,AL,6168,219078,2015
MO,AL,8099,92180,2015
MO,AR,4349,34938,2015
MO,AR,8099,88222,2015
MO,IA,8099,224196,2015
MO,IL,3100,105971,2015
MO,IL,4142,49259,2015
MO,IL,4349,456075,2015
MO,IL,5155,942744,2015
MO,IL,6168,9457,2015
MO,IL,8099,53423,2015
MO,IN,8099,17381,2015
MO,KY,3100,15895,2015
MO,KY,4349,155469,2015
MO,KY,5155,98791,2015
MO,KY,8099,204052,2015
MO,LA,2100,78768,2015
MO,LA,2229,61584,2015
MO,LA,3200,134570,2015
MO,LA,4349,2413026,2015
MO,LA,4600,323628,2015
MO,LA,5155,874868,2015
MO,LA,5354,34652,2015
MO,LA,6168,8956286,2015
MO,LA,8099,4399374,2015
MO,MN,8099,462361,2015
MO,MO,3100,10700,2015
MO,MO,4349,4047578,2015
MO,MO,5155,537833,2015
MO,MO,8099,20961,2015
MO,MS,4349,444197,2015
MO,MS,5155,348087,2015
MO,MS,6168,7074,2015
MO,MS,8099,26547,2015
MO,OH,4349,70772,2015
MO,OH,8099,191774,2015
MO,OK,8099,50773,2015
MO,PA,4349,305010,2015
MO,PA,8099,12322,2015
MO,TN,4349,1050050,2015
MO,TN,5155,1010638,2015
MO,TN,8099,50616,2015
MO,TX,4349,142006,2015
MO,TX,5155,675867,2015
MO,TX,8099,112045,2015
MO,WI,8099,270945,2015
MO,WV,8099,428640,2015
MP,CA,8099,77,2015
MP,GU,8099,531,2015
MS,AL,6168,71090,2015
MS,AL,8099,222730,2015
MS,AR,4400,34866,2015
MS,AR,8099,14952,2015
MS,CA,8099,3131,2015
MS,DE,8099,4994,2015
MS,FL,2229,4424395,2015
MS,FL,3200,239792,2015
MS,FO,1000,116330,2015
MS,FO,2229,8036630,2015
MS,FO,3100,627,2015
MS,FO,3200,64151,2015
MS,FO,4142,17820,2015
MS,FO,4349,950,2015
MS,FO,4600,98,2015
MS,FO,5155,249837,2015
MS,FO,5354,1848,2015
MS,FO,6168,80289,2015
MS,FO,7000,163413,2015
MS,FO,8099,23751,2015
MS,IA,8099,1983,2015
MS,IL,3100,6919,2015
MS,IL,8099,162641,2015
MS,IN,8099,10299,2015
MS,KY,5354,38531,2015
MS,KY,8099,1000815,2015
MS,LA,2100,160276,2015
MS,LA,2229,504216,2015
MS,LA,3200,365146,2015
MS,LA,4400,17905,2015
MS,LA,6168,4174862,2015
MS,LA,8099,81780,2015
MS,MN,8099,2402,2015
MS,MO,8099,4490,2015
MS,MS,2229,102301,2015
MS,MS,8099,347401,2015
MS,NC,8099,4994,2015
MS,NJ,8099,41960,2015
MS,OK,8099,63142,2015
MS,OT,7000,302,2015
MS,PA,8099,32693,2015
MS,TN,2229,33189,2015
MS,TN,4349,38361,2015
MS,TN,8099,49959,2015
MS,TX,2229,1129540,2015
MS,TX,3200,347350,2015
MS,TX,8099,121819,2015
MS,WI,8099,1204,2015
MS,WV,8099,1557,2015
NC,DE,8099,48511,2015
NC,FO,2229,936,2015
NC,FO,3100,64737,2015
NC,FO,3200,619021,2015
NC,FO,4142,1058583,2015
NC,FO,4349,12323,2015
NC,FO,4400,8283,2015
NC,FO,4600,5151,2015
NC,FO,5155,116641,2015
NC,FO,5354,47733,2015
NC,FO,6168,182578,2015
NC,FO,7000,301889,2015
NC,FO,8099,45139,2015
NC,LA,8099,22640,2015
NC,MD,8099,34806,2015
NC,NC,8099,1277660,2015
NC,NJ,8099,26450,2015
NC,RI,8099,9200,2015
NC,TS,8099,7260,2015
NC,VA,8099,26500,2015
NE,LA,8099,6800,2015
NH,FO,6168,6614,2015
NH,MA,8099,4473,2015
NH,NY,8099,11616,2015
NJ,AL,8099,8422,2015
NJ,CN,2229,208964,2015
NJ,CN,3200,25420,2015
NJ,CN,4142,22,2015
NJ,CN,5155,44,2015
NJ,CN,6168,1667,2015
NJ,CN,7000,2264,2015
NJ,CN,8099,44,2015
NJ,CT,2229,6459630,2015
NJ,CT,3200,550190,2015
NJ,DE,2100,747033,2015
NJ,DE,2229,1089714,2015
NJ,DE,3200,147529,2015
NJ,FL,2229,642679,2015
NJ,FL,3200,143515,2015
NJ,FO,1000,1594,2015
NJ,FO,2229,2691152,2015
NJ,FO,3100,17363,2015
NJ,FO,3200,1571113,2015
NJ,FO,4142,3532971,2015
NJ,FO,4349,46123,2015
NJ,FO,4400,2453302,2015
NJ,FO,4600,270423,2015
NJ,FO,5155,541532,2015
NJ,FO,5354,625126,2015
NJ,FO,6168,1758649,2015
NJ,FO,7000,3014426,2015
NJ,FO,8099,682523,2015
NJ,GA,8099,113122,2015
NJ,LA,8099,12628,2015
NJ,MA,2229,3016526,2015
NJ,MA,3200,530540,2015
NJ,MA,8099,6200,2015
NJ,MD,2229,506107,2015
NJ,MD,8099,224181,2015
NJ,ME,2229,578734,2015
NJ,ME,3200,284690,2015
NJ,MS,8099,21384,2015
NJ,NC,2229,125193,2015
NJ,NC,4400,89797,2015
NJ,NH,2229,413384,2015
NJ,NJ,2229,7373859,2015
NJ,NJ,3200,378989,2015
NJ,NJ,8099,829194,2015
NJ,NY,2229,10521399,2015
NJ,NY,3200,642286,2015
NJ,NY,8099,162766,2015
NJ,PA,2100,4924745,2015
NJ,PA,2229,1041899,2015
NJ,PA,3200,156391,2015
NJ,PA,8099,17,2015
NJ,PR,8099,400017,2015
NJ,RI,2229,2679459,2015
NJ,RI,3200,163427,2015
NJ,SC,2229,150830,2015
NJ,TX,2229,80155,2015
NJ,VA,2229,364190,2015
NJ,VA,8099,23290,2015
NY,CN,3200,1,2015
NY,CN,6168,47,2015
NY,CN,7000,1834,2015
NY,CT,2229,493675,2015
NY,CT,8099,173964,2015
NY,DE,8099,113699,2015
NY,FL,8099,20578,2015
NY,FO,1000,509,2015
NY,FO,2229,176480,2015
NY,FO,3100,3314,2015
NY,FO,3200,307602,2015
NY,FO,4142,126601,2015
NY,FO,4349,7386,2015
NY,FO,4400,260692,2015
NY,FO,4600,14003,2015
NY,FO,5155,51574,2015
NY,FO,5354,61111,2015
NY,FO,6168,249005,2015
NY,FO,7000,444096,2015
NY,FO,8099,200538,2015
NY,MA,2229,501339,2015
NY,MA,3200,115196,2015
NY,MA,8099,147038,2015
NY,MD,8099,7518,2015
NY,ME,2229,222111,2015
NY,ME,8099,15274,2015
NY,NJ,2100,2554540,2015
NY,NJ,2229,1046567,2015
NY,NJ,3200,9702,2015
NY,NJ,8099,1181921,2015
NY,NY,2229,1111896,2015
NY,NY,3200,199820,2015
NY,NY,5155,279956,2015
NY,NY,8099,3350268,2015
NY,PA,2229,51730,2015
NY,PA,8099,1158712,2015
NY,RI,3200,42005,2015
NY,RI,8099,244155,2015
NY,SC,8099,13660,2015
NY,VA,8099,12480,2015
OH,AL,6168,21287,2015
OH,AL,8099,14856,2015
OH,AR,8099,8847,2015
OH,CN,1000,2691089,2015
OH,CN,2229,24221,2015
OH,CN,3200,72,2015
OH,CN,4349,691930,2015
OH,CN,4600,44,2015
OH,CN,5155,7801,2015
OH,CN,5354,135,2015
OH,CN,6168,473217,2015
OH,CN,7000,395,2015
OH,CN,8099,14,2015
OH,FO,3200,126,2015
OH,FO,4142,197,2015
OH,FO,4349,9315,2015
OH,FO,4600,22,2015
OH,FO,5155,1284,2015
OH,FO,5354,403,2015
OH,FO,6168,181270,2015
OH,FO,7000,486,2015
OH,FO,8099,64,2015
OH,IL,4349,207185,2015
OH,IL,8099,166755,2015
OH,IN,1000,246650,2015
OH,IN,4400,141033,2015
OH,IN,8099,201574,2015
OH,KY,2229,120454,2015
OH,KY,4349,754922,2015
OH,KY,8099,1680517,2015
OH,LA,2229,91494,2015
OH,LA,3200,19655,2015
OH,LA,6168,1696494,2015
OH,LA,8099,80982,2015
OH,MI,1000,2341120,2015
OH,MI,4349,529874,2015
OH,MI,8099,78210,2015
OH,MN,8099,65452,2015
OH,MO,8099,158716,2015
OH,MS,8099,4629,2015
OH,NY,8099,30963,2015
OH,OH,1000,2774217,2015
OH,OH,2229,73479,2015
OH,OH,4349,2823792,2015
OH,OH,8099,3531799,2015
OH,OK,8099,1460,2015
OH,PA,1000,718137,2015
OH,PA,4349,904247,2015
OH,PA,8099,96351,2015
OH,TN,8099,31714,2015
OH,TX,2229,45963,2015
OH,TX,8099,59477,2015
OH,WI,1000,430770,2015
OH,WI,4349,199896,2015
OH,WI,8099,12604,2015
OH,WV,1000,2356624,2015
OH,WV,2229,81495,2015
OH,WV,4349,656273,2015
OH,WV,8099,35049,2015
OK,AL,4400,5830,2015
OK,AL,6168,39041,2015
OK,AR,4400,112295,2015
OK,AR,8099,6455,2015
OK,IA,8099,19600,2015
OK,IL,8099,140889,2015
OK,IN,8099,19652,2015
OK,KY,8099,8159,2015
OK,LA,1000,38554,2015
OK,LA,2229,177037,2015
OK,LA,6168,1404211,2015
OK,LA,8099,42689,2015
OK,MN,8099,9163,2015
OK,MO,8099,19100,2015
OK,MS,8099,21294,2015
OK,OH,8099,12800,2015
OK,TN,6168,42288,2015
OK,TN,8099,7616,2015
OK,TX,4400,6297,2015
OK,TX,8099,16322,2015
OK,WI,8099,3200,2015
OK,WV,8099,1600,2015
OR,CA,2100,229057,2015
OR,CA,8099,212457,2015
OR,CN,4142,40757,2015
OR,CN,7000,1,2015
OR,FO,3100,2045450,2015
OR,FO,3200,2528732,2015
OR,FO,4142,1936262,2015
OR,FO,4349,41062,2015
OR,FO,4400,27647,2015
OR,FO,4600,3025,2015
OR,FO,5155,24618,2015
OR,FO,5354,7893,2015
OR,FO,6168,3926545,2015
OR,FO,7000,104810,2015
OR,FO,8099,58868,2015
OR,HI,8099,159856,2015
OR,OR,4142,65769,2015
OR,OR,4349,2306364,2015
OR,OR,8099,753419,2015
OR,WA,2229,959638,2015
OR,WA,4142,604365,2015
OR,WA,4349,53212,2015
OR,WA,8099,482957,2015
OT,AK,8099,43494,2015
OT,AL,7000,8361,2015
OT,FL,8099,358,2015
OT,FO,5354,4,2015
OT,FO,7000,149,2015
OT,FO,8099,7,2015
OT,LA,2100,570254,2015
OT,LA,2229,146564,2015
OT,LA,3200,35734,2015
OT,LA,4349,198436,2015
OT,LA,5155,5079,2015
OT,LA,5354,4241,2015
OT,LA,6168,73572,2015
OT,LA,7000,1894079,2015
OT,LA,8099,349,2015
OT,MA,8099,14267,2015
OT,MS,8099,151,2015
OT,OT,8099,45875,2015
OT,TX,7000,105768,2015
OT,TX,8099,9708,2015
PA,AL,8099,55912,2015
PA,AR,1000,46275,2015
PA,AR,8099,14286,2015
PA,CN,1000,66168,2015
PA,CN,2229,35545,2015
PA,CN,7000,7661,2015
PA,CT,2229,249216,2015
PA,DE,8099,962412,2015
PA,FL,2229,34664,2015
PA,FO,1000,14509,2015
PA,FO,2229,931280,2015
PA,FO,3100,2656,2015
PA,FO,3200,240134,2015
PA,FO,4142,81997,2015
PA,FO,4349,4680,2015
PA,FO,4400,363867,2015
PA,FO,4600,14935,2015
PA,FO,5155,157517,2015
PA,FO,5354,123294,2015
PA,FO,6168,181713,2015
PA,FO,7000,248349,2015
PA,FO,8099,83282,2015
PA,IL,8099,22782,2015
PA,IN,1000,89914,2015
PA,IN,8099,24261,2015
PA,KY,1000,427265,2015
PA,KY,2229,213792,2015
PA,KY,4400,162797,2015
PA,KY,8099,3348,2015
PA,LA,2229,44418,2015
PA,LA,8099,6642,2015
PA,MA,8099,81043,2015
PA,MD,2229,116983,2015
PA,MD,8099,33111,2015
PA,ME,8099,7460,2015
PA,MS,8099,12217,2015
PA,NC,8099,2974,2015
PA,NH,8099,7541,2015
PA,NJ,2229,2399193,2015
